words,count,,,군정운영
폐가,1,,,
폐건,1,,,
폐활,1,,,
포도,1,,,
포상,1,,,
폼01,1,,,
표04,1,,,
표시,1,,,
풀01,1,,,
풍선,1,,,
플래,1,,,
피드,1,,,
피자,1,,,
하락,1,,,
하루,1,,,
하복,1,,,
학04,1,,,
학과,1,,,
학사,1,,,
학습,1,,,
한술,1,,,
한정,1,,,
할인,1,,,
함03,1,,,
합격,1,,,
합동,1,,,
항목,1,,,
항일,1,,,
해독,1,,,
해상,1,,,
해석,1,,,
행복,1,,,
행사,1,,,
향심,1,,,
혁명,1,,,
현대,1,,,
현수,1,,,
현장,1,,,
현판,1,,,
현판,1,,,
현행,1,,,
협의,1,,,
협찬,1,,,
형사,1,,,
형편,1,,,
호구,1,,,
호수,1,,,
호실,1,,,
호응,1,,,
호조,1,,,
호텔,1,,,
혹01,1,,,
혹한,1,,,
혼선,1,,,
홍보,1,,,
화면,1,,,
화장,1,,,
화재,1,,,
화초,1,,,
화학,1,,,
화형,1,,,
확인,1,,,
환상,1,,,
환자,1,,,
회계,1,,,
회귀,1,,,
회수,1,,,
회신,1,,,
회의,1,,,
횟수,1,,,
후대,1,,,
후보,1,,,
후생,1,,,
훈련,1,,,
훈령,1,,,
훼손,1,,,
휠80,1,,,
휴가,1,,,
휴대,1,,,
휴양,1,,,
휴양,1,,,
휴양,1,,,
흙01,1,,,
희생,1,,,
감리,1,,,
경기,1,,,
경북,1,,,
경수,1,,,
고시,1,,,
고합,1,,,
공주,1,,,
관현,1,,,
광,1,,,
광금,1,,,
광대,1,,,
광생,1,,,
구,1,,,
권,1,,,
권03,1,,,
금산,1,,,
기,1,,,
기시,1,,,
기종,1,,,
노선,1,,,
농식,1,,,
단지,1,,,
대치,1,,,
대평,1,,,
련,1,,,
리지,1,,,
마05,1,,,
문,1,,,
문화,1,,,
미,1,,,
민,1,,,
배10,1,,,
백곡,1,,,
백금,1,,,
베트,1,,,
베트,1,,,
벽천,1,,,
병균,1,,,
병해,1,,,
분향,1,,,
불10,1,,,
사용,1,,,
서09,1,,,
서천,1,,,
석열,1,,,
설,1,,,
성,1,,,
성천,1,,,
세원,1,,,
소방,1,,,
수,1,,,
수석,1,,,
숙,1,,,
승,1,,,
시마,1,,,
식약,1,,,
신원,1,,,
신재,1,,,
실,1,,,
심07,1,,,
애80,1,,,
어05,1,,,
엄04,1,,,
영13,1,,,
영화,1,,,
오룡,1,,,
왕05,1,,,
용,1,,,
우,1,,,
울진,1,,,
위라,1,,,
익현,1,,,
인08,1,,,
인양,1,,,
일본,1,,,
일본,1,,,
장계,1,,,
정산,1,,,
제도,1,,,
지리,1,,,
지인,1,,,
진15,1,,,
진해,1,,,
찬,1,,,
찬비,1,,,
춘추,1,,,
충청,1,,,
칭,1,,,
택,1,,,
토지,1,,,
판석,1,,,
하05,1,,,
한10,1,,,
합천,1,,,
행,1,,,
행정,1,,,
현01,1,,,
형산,1,,,
황05,1,,,
훈,1,,,
흥규,1,,,
희,1,,,
가결,1,,,
가금,1,,,
가로등,1,,,
가마,1,,,
가산점,1,,,
가압,1,,,
간부,1,,,
간식,1,,,
간장,1,,,
간호사,1,,,
감독권,1,,,
감수성,1,,,
감시,1,,,
감점,1,,,
감축,1,,,
갑05,1,,,
강령,1,,,
강사,1,,,
강의실,1,,,
개막식,1,,,
개사,1,,,
개시,1,,,
개연,1,,,
개찰,1,,,
객관,1,,,
갭,1,,,
건80,1,,,
건전,1,,,
건조기,1,,,
검03,1,,,
검색,1,,,
검증,1,,,
게재,1,,,
격01,1,,,
격차,1,,,
견적,1,,,
결01,1,,,
결손,1,,,
결합,1,,,
경과,1,,,
경색,1,,,
경영난,1,,,
경영인,1,,,
경영체,1,,,
경우,1,,,
계단,1,,,
계절,1,,,
계통,1,,,
고급,1,,,
고도,1,,,
고령층,1,,,
고물,1,,,
고분군,1,,,
고서,1,,,
고액,1,,,
고정,1,,,
고조,1,,,
고질,1,,,
고착,1,,,
고취,1,,,
곤란,1,,,
골드,1,,,
골조,1,,,
골칫거리,1,,,
공가,1,,,
공감대,1,,,
공개,1,,,
공고,1,,,
공공용지,1,,,
공기,1,,,
공모전,1,,,
공문,1,,,
공백,1,,,
공사,1,,,
공사장,1,,,
공영,1,,,
공용,1,,,
공존,1,,,
공주,1,,,
공중,1,,,
공중위생,1,,,
공지,1,,,
공직,1,,,
공직자,1,,,
공탁,1,,,
공휴일,1,,,
과반,1,,,
과소,1,,,
과장,1,,,
과학,1,,,
관공서,1,,,
관람,1,,,
관련자,1,,,
관리소,1,,,
관리실,1,,,
관망,1,,,
관목,1,,,
관원,1,,,
관철,1,,,
관행,1,,,
교부금,1,,,
교신,1,,,
교육실,1,,,
교육청,1,,,
교정,1,,,
교통망,1,,,
구별,1,,,
국01,1,,,
국내,1,,,
국정,1,,,
국제,1,,,
군자,1,,,
굴착,1,,,
권고,1,,,
귀책,1,,,
규격,1,,,
규정,1,,,
균제,1,,,
그물망,1,,,
극04,1,,,
근06,1,,,
근절,1,,,
글,1,,,
글로벌,1,,,
금년,1,,,
금년도,1,,,
금융,1,,,
금지,1,,,
급증,1,,,
긍정,1,,,
기기,1,,,
기내,1,,,
기념탑,1,,,
기도,1,,,
기사,1,,,
기숙,1,,,
기실,1,,,
기와,1,,,
기일,1,,,
기조,1,,,
기피,1,,,
길조,1,,,
깃발,1,,,
나들이,1,,,
나무,1,,,
낙찰자,1,,,
난간,1,,,
난립,1,,,
난항,1,,,
남녀,1,,,
납기,1,,,
납세자,1,,,
납품,1,,,
낭비,1,,,
내과,1,,,
내년도,1,,,
내포,1,,,
노년,1,,,
노동력,1,,,
노동자,1,,,
노임,1,,,
녹지,1,,,
놀이터,1,,,
농경,1,,,
농경지,1,,,
농번기,1,,,
농부,1,,,
농사,1,,,
농업용수,1,,,
농작업,1,,,
농장주,1,,,
농정,1,,,
농축산물,1,,,
높이,1,,,
눈01,1,,,
능동,1,,,
다주택,1,,,
단기,1,,,
단대,1,,,
단련,1,,,
달05,1,,,
달빛,1,,,
답03,1,,,
당사자,1,,,
대대적,1,,,
대부,1,,,
대부분,1,,,
대수,1,,,
대여,1,,,
대장,1,,,
대중교통,1,,,
대토론회,1,,,
대파,1,,,
대학교,1,,,
대학생,1,,,
대행,1,,,
댐02,1,,,
도래,1,,,
도민,1,,,
도사,1,,,
도서관,1,,,
도시과,1,,,
도심,1,,,
도약,1,,,
도청,1,,,
독01,1,,,
독서실,1,,,
돌담,1,,,
동결,1,,,
동계,1,,,
동명,1,,,
동반,1,,,
동아리,1,,,
동영상,1,,,
동절,1,,,
동향,1,,,
두메산골,1,,,
두부,1,,,
등의자,1,,,
등재,1,,,
딸기,1,,,
때01,1,,,
라면,1,,,
락80,1,,,
랜드,1,,,
램05,1,,,
럼02,1,,,
로드,1,,,
로프,1,,,
리더십,1,,,
립80,1,,,
링크,1,,,
마실,1,,,
마찰,1,,,
만남,1,,,
만료,1,,,
만성,1,,,
만세,1,,,
매립,1,,,
매체,1,,,
매트,1,,,
맥01,1,,,
맵,1,,,
메밀,1,,,
메인,1,,,
면담,1,,,
면사무소,1,,,
모01,1,,,
모범,1,,,
모시,1,,,
모의,1,,,
모텔,1,,,
모형,1,,,
목욕,1,,,
목재,1,,,
목적,1,,,
묘소,1,,,
무논,1,,,
무농약,1,,,
무료,1,,,
무지,1,,,
무허가,1,,,
물건,1,,,
물색,1,,,
미관,1,,,
미등록,1,,,
미비점,1,,,
미숙,1,,,
미술관,1,,,
미식,1,,,
미완,1,,,
미용,1,,,
미팅,1,,,
미화원,1,,,
미확정,1,,,
민감,1,,,
민속,1,,,
밀도,1,,,
밀착,1,,,
밀착형,1,,,
박차,1,,,
밖,1,,,
반값,1,,,
반경,1,,,
반도체,1,,,
반사,1,,,
반응,1,,,
반환,1,,,
발생량,1,,,
발판,1,,,
발표회,1,,,
방면,1,,,
방방곡곡,1,,,
방사,1,,,
방사선,1,,,
방울토마토,1,,,
방치,1,,,
방침,1,,,
배달,1,,,
배려,1,,,
배분,1,,,
배우,1,,,
배우자,1,,,
배정,1,,,
배제,1,,,
배추,1,,,
배출량,1,,,
백곡,1,,,
번영,1,,,
벌06,1,,,
법규,1,,,
법원,1,,,
법적,1,,,
벽면,1,,,
벽체,1,,,
벽화,1,,,
병리,1,,,
병리사,1,,,
병합,1,,,
보고,1,,,
보고서,1,,,
보관,1,,,
보관함,1,,,
보금자리,1,,,
보물,1,,,
보안등,1,,,
보유액,1,,,
보존,1,,,
보좌관,1,,,
보통,1,,,
보편,1,,,
보행,1,,,
복귀,1,,,
복리,1,,,
복무,1,,,
복토,1,,,
봄철,1,,,
봉10,1,,,
봉사,1,,,
봉사자,1,,,
봉지,1,,,
봉황,1,,,
부각,1,,,
부름,1,,,
부문,1,,,
부부,1,,,
부분,1,,,
부상,1,,,
부위,1,,,
부응,1,,,
부진,1,,,
부추,1,,,
분교,1,,,
분말,1,,,
분묘,1,,,
분사,1,,,
분양,1,,,
분향,1,,,
불가항력,1,,,
불구,1,,,
불요불급,1,,,
붕괴,1,,,
비료,1,,,
비문,1,,,
비부,1,,,
비상벨,1,,,
비치,1,,,
빌딩,1,,,
빌라,1,,,
빨래,1,,,
빨래터,1,,,
사교육비,1,,,
사단,1,,,
사람,1,,,
사망률,1,,,
사망자,1,,,
사무장,1,,,
사법,1,,,
사비,1,,,
사수,1,,,
사잇길,1,,,
사적,1,,,
삭제,1,,,
산란,1,,,
산모,1,,,
산업별,1,,,
산채,1,,,
산책로,1,,,
산촌,1,,,
산출,1,,,
산하,1,,,
상가,1,,,
상급자,1,,,
상담실,1,,,
상설,1,,,
상업,1,,,
상인,1,,,
상임,1,,,
상자,1,,,
상정,1,,,
상존,1,,,
상표,1,,,
상한,1,,,
상행위,1,,,
상황실,1,,,
색채,1,,,
생계,1,,,
생계비,1,,,
생산력,1,,,
생산비,1,,,
생산품,1,,,
생일,1,,,
생존,1,,,
생태계,1,,,
샤워실,1,,,
서06,1,,,
서명,1,,,
서약,1,,,
석재,1,,,
석탑,1,,,
선거구,1,,,
선사,1,,,
선수,1,,,
선심,1,,,
선언,1,,,
선점,1,,,
선진,1,,,
선출,1,,,
선현,1,,,
설득력,1,,,
설문지,1,,,
성벽,1,,,
성수기,1,,,
성실,1,,,
성원,1,,,
성인,1,,,
성적,1,,,
성지,1,,,
세계,1,,,
세금,1,,,
세력,1,,,
세무사,1,,,
세분,1,,,
세수,1,,,
세일,1,,,
세입,1,,,
세탁기,1,,,
소각장,1,,,
소관,1,,,
소나무,1,,,
소농,1,,,
소득세,1,,,
소방서,1,,,
소비문화,1,,,
소비자,1,,,
소식지,1,,,
소실,1,,,
소포장,1,,,
소홀,1,,,
손실,1,,,
송금,1,,,
송수신,1,,,
송이,1,,,
쇼핑,1,,,
수감,1,,,
수강생,1,,,
수거함,1,,,
수납,1,,,
수도,1,,,
수령,1,,,
수록,1,,,
수박,1,,,
수사,1,,,
수산업,1,,,
수선,1,,,
수소,1,,,
수수료,1,,,
수액,1,,,
수영장,1,,,
수자원,1,,,
수장,1,,,
수중,1,,,
수출,1,,,
수치,1,,,
수확,1,,,
숙박업소,1,,,
순서,1,,,
순찰,1,,,
스케줄,1,,,
스쿨,1,,,
스타,1,,,
스터디,1,,,
스토리,1,,,
스틱,1,,,
습자,1,,,
승진,1,,,
시가지,1,,,
시공사,1,,,
시급,1,,,
시나리오,1,,,
시도,1,,,
시리즈물,1,,,
시민,1,,,
시상,1,,,
시식회,1,,,
시일,1,,,
시전,1,,,
시점,1,,,
식문화,1,,,
식중독,1,,,
신뢰도,1,,,
신원,1,,,
실과,1,,,
실리,1,,,
실무진,1,,,
실용,1,,,
실정,1,,,
실질,1,,,
실효,1,,,
심리,1,,,
심층,1,,,
아이템,1,,,
아카데미,1,,,
악성,1,,,
악순환,1,,,
안길,1,,,
안내,1,,,
안전선,1,,,
압력,1,,,
애국정신,1,,,
야영장,1,,,
야자,1,,,
약초,1,,,
약화,1,,,
양성소,1,,,
양수,1,,,
양이,1,,,
양일,1,,,
양호,1,,,
어촌,1,,,
언론,1,,,
언론사,1,,,
업계,1,,,
여가,1,,,
여비,1,,,
여유,1,,,
역촌,1,,,
연02,1,,,
연결,1,,,
연극,1,,,
연동,1,,,
연습,1,,,
연인원,1,,,
연찬,1,,,
연합,1,,,
염원,1,,,
영구,1,,,
영세,1,,,
영업,1,,,
영역,1,,,
영유아,1,,,
영치,1,,,
예우,1,,,
예정자,1,,,
예측,1,,,
오교,1,,,
오염,1,,,
오지,1,,,
옥상,1,,,
옥외,1,,,
온도,1,,,
올02,1,,,
옷01,1,,,
완공,1,,,
완벽,1,,,
완전,1,,,
외부인,1,,,
외식,1,,,
외지,1,,,
요구서,1,,,
요금,1,,,
요약,1,,,
요인,1,,,
요청,1,,,
용역업체,1,,,
용접,1,,,
우대,1,,,
우선,1,,,
운동화,1,,,
울타리,1,,,
원격,1,,,
원단,1,,,
원로,1,,,
원상,1,,,
원상회복,1,,,
원화,1,,,
월세,1,,,
월평균,1,,,
위반,1,,,
위상,1,,,
위주,1,,,
유교,1,,,
유료,1,,,
유발,1,,,
유아,1,,,
유예,1,,,
유용,1,,,
유적지,1,,,
유족,1,,,
유출,1,,,
유휴,1,,,
유휴지,1,,,
육군,1,,,
융자,1,,,
은하수,1,,,
은행,1,,,
음식물,1,,,
음영,1,,,
응급조치,1,,,
의거,1,,,
의무,1,,,
의사소통,1,,,
의존도,1,,,
의지,1,,,
이관,1,,,
이사,1,,,
이삿짐,1,,,
이설,1,,,
이식,1,,,
이용도,1,,,
이해,1,,,
익일,1,,,
인계,1,,,
인공,1,,,
인구수,1,,,
인삼,1,,,
인수인계,1,,,
인식,1,,,
인원수,1,,,
인재,1,,,
인터뷰,1,,,
일간지,1,,,
일괄,1,,,
일대일,1,,,
일률,1,,,
일몰,1,,,
일손,1,,,
일용,1,,,
일전,1,,,
일치,1,,,
임기제,1,,,
임산부,1,,,
임업,1,,,
임원,1,,,
임차인,1,,,
입찰,1,,,
자금,1,,,
자녀,1,,,
자동차세,1,,,
자립도,1,,,
자매,1,,,
자산,1,,,
자생,1,,,
작동,1,,,
작목,1,,,
작용,1,,,
잔치,1,,,
장교,1,,,
장기간,1,,,
장벽,1,,,
장수,1,,,
장지,1,,,
장치,1,,,
장터,1,,,
재건,1,,,
재고,1,,,
재기,1,,,
재무,1,,,
재탄생,1,,,
재택,1,,,
재판,1,,,
재학생,1,,,
저녁,1,,,
저변,1,,,
저하,1,,,
적응,1,,,
적자,1,,,
적재,1,,,
적정,1,,,
전경,1,,,
전년도,1,,,
전망,1,,,
전망대,1,,,
전문지,1,,,
전반,1,,,
전산실,1,,,
전시물,1,,,
전액,1,,,
전원,1,,,
전자,1,,,
전지,1,,,
전지훈련,1,,,
전직,1,,,
전통문화,1,,,
전파,1,,,
전학,1,,,
전화,1,,,
점포,1,,,
접대,1,,,
정규,1,,,
정도,1,,,
정례,1,,,
정립,1,,,
정보망,1,,,
정보화,1,,,
정수,1,,,
정신,1,,,
정예,1,,,
정지,1,,,
정차,1,,,
정체,1,,,
정치,1,,,
제실,1,,,
제전,1,,,
제조,1,,,
젤리,1,,,
조건,1,,,
조리,1,,,
조림,1,,,
조사반,1,,,
조율,1,,,
조절,1,,,
종기,1,,,
종사자,1,,,
종식,1,,,
종자,1,,,
주도형,1,,,
주부,1,,,
주색,1,,,
준설,1,,,
중계,1,,,
중고,1,,,
중대,1,,,
중부,1,,,
중부권,1,,,
중장년,1,,,
즉결,1,,,
증감,1,,,
증명,1,,,
증정,1,,,
지가,1,,,
지관,1,,,
지능,1,,,
지도자,1,,,
지불,1,,,
지서,1,,,
지양,1,,,
지역민,1,,,
지원단,1,,,
지원형,1,,,
지장,1,,,
직면,1,,,
직장인,1,,,
직접,1,,,
직판장,1,,,
진주,1,,,
질환,1,,,
집단,1,,,
집적,1,,,
징계,1,,,
차감,1,,,
차선,1,,,
차세대,1,,,
차수,1,,,
차이,1,,,
착지,1,,,
참전,1,,,
창호,1,,,
책자,1,,,
천문,1,,,
천안,1,,,
천자,1,,,
철새,1,,,
청명,1,,,
청사진,1,,,
청원,1,,,
청정,1,,,
체력,1,,,
체육회,1,,,
초고,1,,,
초동,1,,,
초등,1,,,
초빙,1,,,
초안,1,,,
초유,1,,,
촉구,1,,,
총괄,1,,,
총무,1,,,
최강전,1,,,
최대한,1,,,
최저,1,,,
최종심,1,,,
추계,1,,,
추구,1,,,
추심,1,,,
추천,1,,,
추체험,1,,,
추후,1,,,
축사,1,,,
축조물,1,,,
축하,1,,,
출산율,1,,,
출자,1,,,
출장,1,,,
충격,1,,,
취급,1,,,
취사장,1,,,
취업,1,,,
측정,1,,,
침범,1,,,
침하,1,,,
카드,1,,,
카드뮴,1,,,
카메라,1,,,
캡슐,1,,,
컨트롤,1,,,
컴,1,,,
케이블,1,,,
코로나,1,,,
코볼,1,,,
코스,1,,,
콘03,1,,,
콜택시,1,,,
콩나물,1,,,
클래식,1,,,
타01,1,,,
타일,1,,,
탄탄,1,,,
탈바꿈,1,,,
탈피,1,,,
태풍,1,,,
택배,1,,,
택시,1,,,
터널,1,,,
테니스장,1,,,
테스트,1,,,
토대,1,,,
토론,1,,,
토론회,1,,,
토마토,1,,,
토질,1,,,
통과,1,,,
통보,1,,,
통행,1,,,
퇴비,1,,,
투어,1,,,
투척,1,,,
트렌드,1,,,
특사,1,,,
특이,1,,,
특정,1,,,
특허,1,,,
특혜,1,,,
파고,1,,,
파종,1,,,
파지,1,,,
파트,1,,,
판단,1,,,
판로,1,,,
판매망,1,,,
패널,1,,,
패러다임,1,,,
페인트,1,,,
펜션,1,,,
평가제,1,,,
평준,1,,,
폐쇄,1,,,
포도,1,,,
포상금,1,,,
포인트,1,,,
폭등,1,,,
표방,1,,,
표준,1,,,
품격,1,,,
품사,1,,,
품위,1,,,
품종,1,,,
풍물,1,,,
프로젝트,1,,,
프리미엄,1,,,
피드백,1,,,
하늘,1,,,
하향,1,,,
학회,1,,,
한도,1,,,
한방,1,,,
할인,1,,,
합리,1,,,
합병,1,,,
합숙,1,,,
합의,1,,,
합창단,1,,,
항공,1,,,
항체,1,,,
해피,1,,,
행동,1,,,
행사장,1,,,
행어,1,,,
향교,1,,,
향인,1,,,
헬멧,1,,,
현미경,1,,,
현지,1,,,
협동조합,1,,,
협상,1,,,
형태,1,,,
호실,1,,,
호텔,1,,,
홍보과,1,,,
홍보물,1,,,
화랑,1,,,
화물차,1,,,
화산,1,,,
화재,1,,,
화폐,1,,,
환기,1,,,
활동비,1,,,
회원,1,,,
회장,1,,,
회피,1,,,
횡단보도,1,,,
효용,1,,,
후덕,1,,,
후문,1,,,
후손,1,,,
훈련장,1,,,
휘파람,1,,,
흥행,1,,,
가림,1,,,
감리,1,,,
강원,1,,,
건양대학교,1,,,
경기,1,,,
경기도,1,,,
경남,1,,,
경수,1,,,
관현리,1,,,
구룡리,1,,,
금산,1,,,
금정리,1,,,
기술,1,,,
난청,1,,,
단국대학교,1,,,
당진,1,,,
대봉리,1,,,
대업,1,,,
대치리,1,,,
대한민국,1,,,
동강리,1,,,
동연,1,,,
락지리,1,,,
록평리,1,,,
모곡리,1,,,
무연,1,,,
무한천,1,,,
문화재청,1,,,
미당리,1,,,
방한리,1,,,
백련,1,,,
보건복지부,1,,,
본의리,1,,,
봉수,1,,,
부산,1,,,
부여군,1,,,
불암,1,,,
산현,1,,,
상영,1,,,
성초,1,,,
수학,1,,,
순천,1,,,
승용,1,,,
신원리,1,,,
아산리,1,,,
안심리,1,,,
안전리,1,,,
양리,1,,,
온직리,1,,,
왕진리,1,,,
용두리,1,,,
용마리,1,,,
용오,1,,,
용천리,1,,,
원상,1,,,
인국,1,,,
인근,1,,,
인도,1,,,
작천리,1,,,
장곡리,1,,,
장재리,1,,,
재교,1,,,
정부,1,,,
지리,1,,,
지바,1,,,
지원,1,,,
창원,1,,,
천내리,1,,,
천마봉,1,,,
천안,1,,,
청일,1,,,
충북,1,,,
충청,1,,,
카카오톡,1,,,
클린,1,,,
평리,1,,,
한국농어촌공사,1,,,
한국자산관리공사,1,,,
해남리,1,,,
형산리,1,,,
화양리,1,,,
마곡사,1,,,
